global_id,id,rule,country/source,cultural_cluster,scope,safety_level,norm_type,affected_group
202,1,One must wear socks with sandals.,Czech,Western Europe,Specific,Low,Custom,General
203,2,It is customary to drink beer as a common beverage even on weekdays.,Czech,Western Europe,Specific,Low,Custom,General
204,3,One must remove outdoor shoes at home and wear indoor slippers instead.,Czech,Western Europe,Specific,Low,Custom,General
205,1,One must not expose the body except for the face and hands after a woman reaches maturity.,Egypt,MENA,Specific,Significant,Religious,Gender
206,2,"One must not consume carrion, blood, pork, or animals not slaughtered in the name of God.",Egypt,MENA,Specific,Low,Religious,General
207,3,One must not consume alcohol.,Egypt,MENA,Specific,Low,Religious,General
208,4,"One must not use the left hand for eating, shaking hands, or passing objects.",Egypt,MENA,Specific,Low,Custom,General
209,5,One must not kiss in public.,Egypt,MENA,Specific,Low,Custom,General
210,6,One must not live in the same unit with a sister-in-law.,Egypt,MENA,Specific,Low,Custom,General
211,7,One must not deny a husband's marital rights or leave home without permission.,Egypt,MENA,Specific,Critical,Legal,Gender
212,8,"One must not sell, buy, or borrow needles between 3-5 PM.",Egypt,MENA,Specific,Low,Custom,General
213,9,It is customary to greet others with 'Peace be upon you' and respond with 'And peace be upon you too'.,Egypt,MENA,Specific,Low,Custom,General
214,10,It is customary for families to live in extended family units.,Egypt,MENA,Specific,Low,Custom,General
215,11,It is customary for men to give a bride price before marriage.,Egypt,MENA,Specific,Moderate,Custom,Gender
216,12,It is customary to celebrate the end of Ramadan with a feast and charity.,Egypt,MENA,Specific,Low,Custom,General
217,13,It is customary to celebrate the Feast of Sacrifice by sacrificing an animal.,Egypt,MENA,Specific,Significant,Custom,General
218,14,It is customary for Coptic Christians to celebrate Christmas on January 7th.,Egypt,MENA,Specific,Low,Custom,Religious_Group
219,15,It is customary to celebrate the Nile Flood Festival with music and offerings.,Egypt,MENA,Specific,Low,Custom,General
220,16,It is customary to celebrate the Prophet's Birthday with religious festivities.,Egypt,MENA,Specific,Low,Custom,Religious_Group
221,17,It is customary to celebrate national holidays with public festivities.,Egypt,MENA,Specific,Low,Custom,General
222,18,It is customary for men to wear a fez as a symbol of status.,Egypt,MENA,Specific,Low,Custom,General
223,19,"Bread (‘aish’) holds a special place in Egyptian culture and is considered a gift from God. Throwing away bread or placing it in a dirty location is frowned upon. If someone drops bread on the ground, it's common to pick it up, kiss it, and raise it to their forehead as a sign of respect before placing it aside respectfully.",Egypt,MENA,Specific,Low,Custom,General
224,20,"Modesty is highly valued in Egypt, especially for women. In public places and when visiting religious sites, it's expected for both men and women to dress conservatively, covering shoulders and knees. In more traditional areas, women may also wear a headscarf.",Egypt,MENA,Specific,Moderate,Custom,General
225,21,"The traditional Khayamiya art is a respected craft meant to be preserved in its original form, not altered or repurposed, especially for mundane uses.",Egypt,MENA,Specific,Low,Custom,General
226,22,"The Mesaharati's role is a respected and traditional one, requiring specific knowledge and cultural sensitivity; uninvited participation disrupts the intended religious and cultural observance.",Egypt,MENA,Specific,Low,Custom,General
227,23,"Among the Bedouin tribes of the Sinai Peninsula and Eastern Desert, the recitation of the Shahada might be part of a broader set of tribal customs and practices that mark the beginning and end of life. These could include specific tribal prayers or ceremonies that have been passed down through generations.",Egypt,MENA,Specific,Moderate,Custom,Religious_Group
228,24,"In Bedouin tribes, openly contradicting or debating with elders, especially on political or religious matters, is considered disrespectful and is avoided to maintain tribal unity and respect.",Egypt,MENA,Specific,Moderate,Custom,General
229,26,"In Egypt, blasphemy laws prohibit the insult or defamation of any monotheistic religion, which can include provocative artistic representations.",Egypt,MENA,Specific,Moderate,Legal,General
230,27,"During the holy month of Ramadan, all Muslims are expected to fast from sunrise to sunset. It is also illegal for restaurants to serve food to the public during daylight hours in this period, except through delivery or in areas predominantly inhabited by non-Muslims.",Egypt,MENA,Specific,Low,Legal,Religious_Group
231,28,Leave a small amount of food on your plate once you have finished eating. This symbolises abundance and serves as a compliment to the host for providing so well.,Egypt,MENA,Specific,Low,Custom,General
232,29,"Avoid giving flowers as a gift. Flowers tend to be reserved for weddings, for the ill or for periods of mourning.",Egypt,MENA,Specific,Low,Custom,General
233,30,"In Egyptian households, refusing an offered cup of tea or karkadé (hibiscus drink) without a polite explanation may be interpreted as rejecting hospitality, which can be seen as disrespectful.",Egypt,MENA,Specific,Low,Custom,General
234,32,"Haggling aggressively, mocking prices, or walking away rudely violates Egyptian souk etiquette, where bargaining is expected to be friendly and polite.",Egypt,MENA,Specific,Low,Etiquette,General
235,33,"One must not talk back to one’s parents, as doing so is considered a serious disrespect in a culture where parents are held in very high regard.",Egypt,MENA,Specific,Moderate,Custom,General
236,35,"One must bring food, dessert, or a small gift when visiting someone’s home after being invited, because arriving empty-handed is considered disrespectful and stingy.",Egypt,MENA,Specific,Low,Custom,General
237,37,"It is customary for men to show courtesy by opening doors for women and helping carry items for them, even when they do not know them.",Egypt,MENA,Specific,Low,Custom,Gender
238,38,It is customary at weddings to give the bride a cash gift in an envelope as a sign of respect and support.,Egypt,MENA,Specific,Low,Custom,General
239,39,"It is customary for university students to live with their parents until marriage, and living alone may be viewed as disrespectful to the family and invite negative social gossip.",Egypt,MENA,Specific,Moderate,Custom,General
240,40,"In some regions, it is customary to slaughter a calf to honor an especially important guest and demonstrate high esteem for the visitor.",Egypt,MENA,Specific,Significant,Custom,General
